trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
740,False,"{'a': 0.42, 'e': 0.024618221284683245}",25,12,22.748732890664527,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.42, 'e': 0.024495130178259827}",30,24,9.860502357233042,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.42, 'e': 0.024372654527368528}",20,0,25.493758784218226,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
743,False,"{'a': 0.42, 'e': 0.024250791254731688}",25,13,22.426166992946403,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.42, 'e': 0.02412953729845803}",20,3,26.71652464511555,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.42, 'e': 0.024008889611965737}",20,3,30.934675398195814,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.42, 'e': 0.02388884516390591}",30,20,20.760547275208715,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.42, 'e': 0.02376940093808638}",20,15,8.810184769804469,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.42, 'e': 0.02365055393339595}",20,9,19.36065452006825,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.42, 'e': 0.02353230116372897}",20,13,-1.2067225417227323,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
750,False,"{'a': 0.42, 'e': 0.023414639657910324}",25,11,23.326414463431544,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.42, 'e': 0.02329756645962077}",20,15,9.406965643875601,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.42, 'e': 0.023181078627322667}",25,16,17.90162769153138,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.42, 'e': 0.023065173234186054}",30,17,25.826518295983078,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.42, 'e': 0.022949847368015124}",25,15,20.80671102801643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.42, 'e': 0.022835098131175048}",20,13,2.1337095603644682,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
756,False,"{'a': 0.42, 'e': 0.022720922640519173}",35,25,15.618820947798756,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.42, 'e': 0.022607318027316577}",30,14,29.01875037411791,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.42, 'e': 0.022494281437179995}",20,10,21.93033150638754,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.42, 'e': 0.022381810029994093}",25,17,10.200160862293522,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.42, 'e': 0.022269900979844125}",20,9,17.87397840172182,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.42, 'e': 0.0221585514749449}",25,13,20.627854772113064,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.42, 'e': 0.022047758717570178}",20,15,9.363852451677865,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.42, 'e': 0.021937519923982327}",25,17,16.558279378373733,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.42, 'e': 0.021827832324362414}",20,9,20.65367839687655,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.42, 'e': 0.021718693162740603}",25,13,22.930648407298396,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.42, 'e': 0.0216100996969269}",20,7,24.138373113363382,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.42, 'e': 0.021502049198442265}",25,17,12.90172263416729,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.42, 'e': 0.021394538952450054}",20,16,8.265787818475669,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.42, 'e': 0.021287566257687802}",20,7,26.13190626102532,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.42, 'e': 0.021181128426399364}",25,17,17.006874318782767,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.42, 'e': 0.021075222784267367}",20,12,16.572605869348735,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.42, 'e': 0.02096984667034603}",25,2,28.858740809577927,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.42, 'e': 0.0208649974369943}",20,9,24.317891037402507,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.42, 'e': 0.02076067244980933}",20,11,15.880033208294073,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.42, 'e': 0.02065686908756028}",20,12,-6.3274091191348285,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
776,False,"{'a': 0.42, 'e': 0.02055358474212248}",25,8,33.15920380785108,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.42, 'e': 0.020450816818411866}",25,16,20.121526484843603,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.42, 'e': 0.020348562734319807}",30,17,23.64618514203586,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.42, 'e': 0.02024681992064821}",30,3,43.95528694722079,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.42, 'e': 0.02014558582104497}",20,12,15.564376686382221,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.42, 'e': 0.020044857891939744}",20,3,25.69569880288167,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.42, 'e': 0.019944633602480045}",25,17,16.794359942271754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",30,12,29.78399845222237,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,9,21.86411878679137,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,3,26.685489656646237,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",35,16,36.543856020718636,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,8,23.890380156391753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,8,21.526144527902094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",30,21,15.312167681342173,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,5,34.82038831707403,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",30,19,17.191697252081983,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,13,23.56568140072663,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
